Index,Persona,Device,Timestamp,entry.392049935,entry.1477233486,entry.1542818651,entry.737780018,entry.2122703884,entry.1725959706,entry.1319162207,entry.372289045,entry.1175131233,entry.732199028,entry.459040376,entry.1410867681,entry.1428864009,entry.168920346,entry.1229830647,entry.285798591,entry.1312370900,entry.1920043945,entry.854429353,entry.322097084,Status
28,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:54,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
22,Value-Conscious Diner,Desktop,2026-08-28 12:56:54,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,SUCCESS
29,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:54,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
30,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:55,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
31,Satisfied Pragmatist,Desktop,2026-08-28 12:56:55,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
32,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:55,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
34,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:55,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
36,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:55,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,SUCCESS
33,Satisfied Pragmatist,Mobile,2026-08-28 12:56:55,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
37,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:55,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,SUCCESS
35,Satisfied Pragmatist,Desktop,2026-08-28 12:56:55,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
39,Satisfied Pragmatist,Desktop,2026-08-28 12:56:56,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
38,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:56,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
41,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:56,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
40,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:56,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
42,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:57,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
47,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:57,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
44,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:57,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
43,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:57,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
45,Satisfied Pragmatist,Desktop,2026-08-28 12:56:57,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
