response_num,gender,age,occupation,know_host,media_channel,interest_level,participation,benefits,status
76,หญิง,26 - 35 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
77,หญิง,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
78,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
79,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,ไม่สนใจเลย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
80,ชาย,36 - 45 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
81,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
82,หญิง,18 - 25 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
83,หญิง,36 - 45 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
84,ชาย,18 - 25 ปี,พนักงานบริษัทเอกชน,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
85,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
86,หญิง,18 - 25 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
87,ชาย,26 - 35 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมาก,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
88,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
89,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
90,หญิง,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
91,ชาย,26 - 35 ปี,ประกอบอาชีพอิสระ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
92,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
93,ชาย,36 - 45 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
94,หญิง,36 - 45 ปี,นักเรียน/นักศึกษา,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
95,ชาย,26 - 35 ปี,นักเรียน/นักศึกษา,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,ไม่สนใจเลย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
96,ชาย,26 - 35 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
