response_num,gender,age,occupation,know_host,media_channel,interest_level,participation,benefits,status
200,หญิง,26 - 35 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
201,ชาย,18 - 25 ปี,พนักงานบริษัทเอกชน,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
202,ชาย,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
203,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
204,ชาย,26 - 35 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
205,หญิง,36 - 45 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
206,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
207,ชาย,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
208,ชาย,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
209,ชาย,36 - 45 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
210,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
211,หญิง,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
212,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
213,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
214,หญิง,36 - 45 ปี,นักเรียน/นักศึกษา,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
215,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
216,ชาย,26 - 35 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
217,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
218,ชาย,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
219,หญิง,36 - 45 ปี,พนักงานบริษัทเอกชน,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
220,ชาย,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
221,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
222,ชาย,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
223,ชาย,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
224,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
225,หญิง,18 - 25 ปี,นักเรียน/นักศึกษา,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,ไม่สนใจเลย,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
226,หญิง,36 - 45 ปี,พนักงานบริษัทเอกชน,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
227,ชาย,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
228,หญิง,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
229,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
230,หญิง,26 - 35 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
231,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
232,ชาย,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
233,ชาย,26 - 35 ปี,พนักงานบริษัทเอกชน,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
234,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
235,ชาย,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
236,หญิง,36 - 45 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
237,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
238,ชาย,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
239,หญิง,26 - 35 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
240,ชาย,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมาก,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
241,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
242,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
243,หญิง,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
244,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
245,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
246,หญิง,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
247,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
248,ชาย,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,ไม่สนใจเลย,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
249,หญิง,36 - 45 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
250,ชาย,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
251,หญิง,18 - 25 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
252,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
253,ชาย,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
254,ชาย,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
255,ชาย,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
256,หญิง,18 - 25 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
257,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
258,ชาย,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
259,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
260,ชาย,18 - 25 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
261,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,ไม่สนใจเลย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
262,ชาย,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
263,ชาย,18 - 25 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,ไม่สนใจเลย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
264,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
265,ชาย,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
266,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
267,หญิง,26 - 35 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
268,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
269,ชาย,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
270,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
271,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
272,หญิง,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
273,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
274,ชาย,36 - 45 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
